,nctid,title
11398,NCT02038179,Center of Research Translation (CORT) Project 2
11399,NCT02038920,Phase III Study of MLN0002 (300 mg) in Treatment of Crohn's Disease
11400,NCT02039505,Phase III Study of MLN0002 (300 mg) in the Treatment of Ulcerative Colitis
11401,NCT02041533,"An Open-Label, Randomized, Phase 3 Trial of Nivolumab Versus Investigator's Choice Chemotherapy as First-Line Therapy for Stage IV or Recurrent PD-L1+ Non-Small Cell Lung Cancer (CheckMate 026)"
11402,NCT02042690,Haplo-identical HSCT Versus Chemotherapy for Adult Acute Lymphoblastic Leukemia Patients
11403,NCT02043678,"Radium-223 Dichloride and Abiraterone Acetate Compared to Placebo and Abiraterone Acetate for Men With Cancer of the Prostate When Medical or Surgical Castration Does Not Work and When the Cancer Has Spread to the Bone, Has Not Been Treated With Chemotherapy and is Causing no or Only Mild Symptoms"
11404,NCT02044146,A Pharmacodynamic Study of a Personalized Strategy for P2Y12 Inhibition Versus Ticagrelor in Reducing Ischemic and Bleeding Risk
11405,NCT02044354,Patient Preference Between Cabazitaxel and Docetaxel in Metastatic Castrate-resistant Prostate Cancer
11406,NCT02044510,Urodynamic and Clinical Efficacy of Mirabegron for Neurogenic Bladder Patients
11407,NCT02045290,Insulin Clamp Ancillary Study for Assessment of Insulin Resistance
11408,NCT02045862,"A Multinational Study Comparing the Long-term Efficacy and Safety of Two Medicines, Solifenacin Succinate and Mirabegron Taken Together, or Separately, in Subjects With Symptoms of Overactive Bladder"
11409,NCT02046369,Lurasidone Pediatric Bipolar Study
11410,NCT02046564,Assess the Efficacy and Safety of ASC-01 in Patients With Major Depressive Disorder
11411,NCT02046603,A Study of Tocilizumab (RoActemra/Actemra) in Monotherapy or in Combination With Methotrexate or Other Non-Biologic DMARDs in Participants With Active Rheumatoid Arthritis and an Inadequate Response to Current Non-Biologic DMARD Therapy or the First Anti-TNF Biologic Agent
11412,NCT02048813,"Ibrutinib and Rituximab Compared With Fludarabine Phosphate, Cyclophosphamide, and Rituximab in Treating Patients With Untreated Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma"
11413,NCT02051608,A Study of Gantenerumab in Participants With Mild Alzheimer Disease
11414,NCT02054156,OPTIMIZing Treatment for Early Pseudomonas Aeruginosa Infection in Cystic Fibrosis
11415,NCT02054702,Brexpiprazole (OPC-34712) Trial in the Treatment of Adults With Acute Schizophrenia
11416,NCT02054897,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo in Drug-naïve Subjects With Type 2 Diabetes
11417,NCT02058108,"Study of Efficacy and Safety, Tolerability and Pharmacokinetics of Telbivudine in Children and Adolescents With Compensated Chronic Hepatitis B Virus Infection"
11418,NCT02058147,Efficacy and Safety of Insulin Glargine/ Lixisenatide Fixed Ratio Combination Compared to Insulin Glargine Alone and Lixisenatide Alone on Top of Metformin in Patients With T2DM
11419,NCT02058160,Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination Versus Insulin Glargine in Patients With Type 2 Diabetes
11420,NCT02058368,"Study to Compare the Efficacy and Safety of Combination Treatment With Dutasteride and Tamsulosin With Tamsulosin Monotherapy, in Men With Moderate to Severe Benign Prostatic Hyperplasia"
11421,NCT02058589,Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Herpes Zoster Subunit (HZ/su) Vaccine in Adults 18 Years of Age or Older With Renal Transplant
11422,NCT02059187,The Safety and Efficacy of MK-1293 Versus Lantus™ in Participants With Type 2 Diabetes Mellitus (MK-1293-006)
11423,NCT02059642,A 6 Week Study of MG01CI 1400 mg Compared With Placebo in Adults With ADHD ( Attention Deficit/Hyperactivity )
11424,NCT02063854,"A Phase II/III, Double-blind, Parallel Group Comparative Study of Oral Administration of NE-58095 Tablets"
11425,NCT02064439,Reduced-dosed Rivaroxaban in the Long-term Prevention of Recurrent Symptomatic VTE(Venous Thromboembolism)
11426,NCT02065791,Evaluation of the Effects of Canagliflozin on Renal and Cardiovascular Outcomes in Participants With Diabetic Nephropathy
11427,NCT02066129,Step-up Yellow Zone Inhaled Corticosteroids to Prevent Exacerbations
11428,NCT02066181,Sorafenib Tosylate in Treating Patients With Desmoid Tumors or Aggressive Fibromatosis
11429,NCT02066298,Steroids In Eosinophil Negative Asthma
11430,NCT02066402,Efficacy and Safety of Intravenous to Oral 6-Day Tedizolid Phosphate vs. Intravenous to Oral 10-Day Linezolid in Patients With Acute Bacterial Skin and Skin Structure Infection (ABSSSI)
11431,NCT02066454,Evaluation of the Use of Apixaban in Prevnetion of Thromboembolic Disease in Patients With Myeloma Trated With iMiDs
11432,NCT02068443,Comparative Study to Evaluate Efficacy and Safety When Metformin Hydrochloride 500 mg Once Daily is Added on to SYR-322 25 mg in Type 2 Diabetic Patients With Inadequate Glycemic Control Despite Treatment With SYR-322 25 mg in Addition to Diet and Exercise Therapy
11433,NCT02070757,Safety and Efficacy Study of Ceftolozane/Tazobactam to Treat Ventilated Nosocomial Pneumonia (MK-7625A-008)
11434,NCT02071082,Efficacy and Safety of E/C/F/TAF (Genvoya®) in HIV-1/Hepatitis B Co-infected Adults
11435,NCT02072226,A Study of the Efficacy and Safety of Alteplase in Participants With Mild Stroke
11436,NCT02072434,Edoxaban vs. Warfarin in Subjects Undergoing Cardioversion of Nonvalvular Atrial Fibrillation (NVAF)
11437,NCT02072824,"A Safety, Efficacy, and Tolerability Trial of Pregabalin as Add-On Treatment in Pediatric Subjects <4 Years of Age With Partial Onset Seizures."
11438,NCT02073656,Efficacy and Safety of Ledipasvir/Sofosbuvir Fixed-Dose Combination for 12 Weeks in Subjects With Chronic Genotype 1 or 4 HCV and HIV-1 Co-infection
11439,NCT02073682,Cancer Venous Thromboembolism (VTE)
11440,NCT02074982,Efficacy of Secukinumab Compared to Ustekinumab in Patients With Plaque-type Psoriasis
11441,NCT02075840,A Study Comparing Alectinib With Crizotinib in Treatment-Naive Anaplastic Lymphoma Kinase-Positive Advanced Non-Small Cell Lung Cancer Participants
11442,NCT02076009,"A Study Comparing Daratumumab, Lenalidomide, and Dexamethasone With Lenalidomide and Dexamethasone in Relapsed or Refractory Multiple Myeloma"
11443,NCT02076815,Anagrelide Retard in Essential Thrombocythemia
11444,NCT02077868,Evaluation of MGN1703 Maintenance Treatment in Patients With mCRC With Tumor Reduction During Induction Treatment
11445,NCT02079246,Long-term Safety and Tolerability of Idalopirdine (Lu AE58054) as Adjunctive Treatment to Donepezil in Patients With Mild-moderate Alzheimer's Disease
11446,NCT02079727,Condrosulf vs Celebrex vs Placebo in the Treatment of Knee OA
11447,NCT02080364,Evaluation of the Efficacy and Safety of Azeliragon (TTP488) in Patients With Mild Alzheimer's Disease
11448,NCT02081690,"A Pulmonary Arterial Hypertension Study With Macitentan to Validate the PAH-SYMPACT™ in France, Italy and Spain"
11449,NCT02082522,Efficacy and Safety Study of PDT Using Photofrin in Unresectable Advanced Perihilar Cholangiocarcinoma (OPUS)
11450,NCT02085135,A Study of Different Titration Schedules of ALKS 5461 in Adults With Major Depressive Disorder (MDD)
11451,NCT02085161,To Evaluate the Effect of Inhaled Medication Together With Exercise and Activity Training on Exercise Capacity and Daily Activities in Patients With Chronic Lung Disease With Obstruction of Airways
11452,NCT02087059,"A Clinical Study of Ruxolitinib in Patients With Primary Myelofibrosis (PM), Post-polycythemia Vera (PV) Myelofibrosis, or Post-essential Thrombocythemia (ET) Myelofibrosis"
11453,NCT02088073,Safety & Efficacy of Zirconium Silicate Dosed for 28 Days in Hyperkalemia.
11454,NCT02090764,Efficacy and Safety of Ozenoxacin 1% Cream Versus Placebo in the Treatment of Patients With Impetigo
11455,NCT02091375,Antiepileptic Efficacy Study of GWP42003-P in Children and Young Adults With Dravet Syndrome (GWPCARE1)
11456,NCT02091739,Clinical Study to Investigate the Efficacy and Safety of Two Dose Levels of NT 201 Versus Placebo in Treating Chronic Troublesome Sialorrhea in Various Neurological Conditions
11457,NCT02091986,"A 12-Week Study in Asthmatic Children Ages 6 to <12 Years, Investigating the Efficacy and Safety of Symbicort pMDI 80/2.25 μg and Symbicort pMDI 80/4.5 μg, Compared With Budesonide pMDI 80 μg"
11458,NCT02092350,Safety and Efficacy of Grazoprevir (MK-5172) + Elbasvir (MK-8742) in Participants With Chronic Hepatitis C and Chronic Kidney Disease (MK-5172-052)
11459,NCT02096705,Phase III Insulin Add-On Asia Regional Program - ST
11460,NCT02098395,The Efficacy and Safety of Liraglutide Adjunct to Insulin Treatment in Type 1 Diabetes
11461,NCT02099110,"Ertugliflozin and Sitagliptin Co-administration Factorial Study (VERTIS FACTORAL, MK-8835-005)"
11462,NCT02104674,A Study Evaluating the Efficacy and Safety of Lebrikizumab in Adult Patients With Mild to Moderate Asthma
11463,NCT02104700,Switch From Nevirapine-based Regimen to Once a Day Rilpivirine/Emtricitabine/Tenofovir
11464,NCT02104804,Evaluate the Efficacy and Safety of Saxagliptin Added to Insulin Monotherapy or to Insulin Combined With Metformin in Chinese Subjects With Type 2 Diabetes Who Have Inadequate Glycaemic Control
11465,NCT02105467,"Study of Efficacy and Safety of Grazoprevir (MK-5172)/Elbasvir (MK-8742) Combination Regimen for Treatment-Naïve Participants With Chronic Hepatitis C Virus Genotypes 1, 4, and 6 (MK-5172-060)"
11466,NCT02105636,Trial of Nivolumab vs Therapy of Investigator's Choice in Recurrent or Metastatic Head and Neck Carcinoma (CheckMate 141)
11467,NCT02105662,An Efficacy and Safety Study of Grazoprevir (MK-5172) + Elbasvir (MK-8742) in the Treatment of Chronic Hepatitis C Virus in Participants Who Are Co-Infected With Human Immunodeficiency Virus:C-EDGE CO-INFXN (MK-5172-061)
11468,NCT02105688,"An Efficacy and Safety Study of Grazoprevir (MK-5172) + Elbasvir (MK-8742) in the Treatment of Chronic Hepatitis C Virus (HCV) Genotype (GT)1, 4, or 6 Infection in Treatment-Naïve Participants Who Are on Opiate Substitution Therapy (MK-5172-062)"
11469,NCT02105701,"Study of Efficacy and Safety of Grazoprevir (MK-5172) + Elbasvir (MK-8742) With or Without Ribavirin for Participants With Hepatitis C Genotype 1, 4, or 6 Infections Who Have Failed Prior Treatment With Pegylated Interferon + Ribavirin (MK-5172-068)"
11470,NCT02105948,Study to Evaluate Efficacy and Safety of Mepolizumab for Frequently Exacerbating Chronic Obstructive Pulmonary Disease (COPD) Patients
11471,NCT02105961,Efficacy and Safety of Mepolizumab as an Add-on Treatment in Chronic Obstructive Pulmonary Disease (COPD)
11472,NCT02105974,Study Evaluating the Efficacy and Safety of Fluticasone Furoate/Vilanterol Inhalation Powder (FF/VI) Compared With Vilanterol Inhalation Powder (VI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD)
11473,NCT02105987,"A Phase IIIb Study of the Safety, Efficacy, and Tolerability of Switching to a Fixed-dose Combination of Abacavir/Dolutegravir/ Lamivudine From Current Antiretroviral Regimen"
11474,NCT02106494,"A Prospective, Multicenter, Study of APF530 (Granisetron) SC for Prevention of CINV in Patients Receiving HEC"
11475,NCT02106546,Study Comparing Veliparib Plus Carboplatin and Paclitaxel Versus Placebo Plus Carboplatin and Paclitaxel in Previously Untreated Advanced or Metastatic Squamous Non-Small Cell Lung Cancer
11476,NCT02106832,Ciprofloxacin Dry Powder for Inhalation (DPI) in Non-cystic Fibrosis Bronchiectasis (Non-CF BE)
11477,NCT02107196,12-Week Efficacy and Safety Study of Ibodutant in Women With Irritable Bowel Syndrome With Diarrhea (IBS-D)
11478,NCT02107703,A Study of Abemaciclib (LY2835219) Combined With Fulvestrant in Women With Hormone Receptor Positive HER2 Negative Breast Cancer
11479,NCT02107898,Efficacy and Safety Evaluation of Alirocumab in Patients With Heterozygous Familial Hypercholesterolemia or High Cardiovascular Risk Patients With Hypercholesterolemia on Lipid Modifying Therapy (ODYSSEY JAPAN)
11480,NCT02108366,Treatment of Severe Influenza A Infection
11481,NCT02109562,"Randomized, Double-blind, Placebo Controlled, Multi-center and Tolerability of RBP-7000 in Schizophrenia Patients"
11482,NCT02110303,DIAMOND - Dual Antiplatelet Therapy to Reduce Myocardial Injury
11483,NCT02111564,A Study of Rivaroxaban (JNJ-39039039) on the Venous Thromboembolic Risk in Post-Hospital Discharge Patients
11484,NCT02114151,Efficacy and Safety Study of Simeprevir in Combination With Sofosbuvir in Participants With Genotype 1 Chronic Hepatitis C Virus Infection and Cirrhosis
11485,NCT02114177,Efficacy and Safety Study of Simeprevir in Combination With Sofosbuvir in Participants With Chronic Hepatitis C Virus Infection Without Cirrhosis
11486,NCT02115321,Study of Efficacy and Safety of Grazoprevir (MK-5172) + Elbasvir (MK-8742) in Chronic Hepatitis C Participants With Child-Pugh (CP)-B Hepatic Insufficiency (MK-5172-059)
11487,NCT02115750,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Rheumatoid Arthritis (RA)
11488,NCT02116530,Antiemetic Therapy With or Without Olanzapine in Preventing Chemotherapy-Induced Nausea and Vomiting in Patients With Cancer Receiving Highly Emetogenic Chemotherapy
11489,NCT02117479,Study of Ruxolitinib in Pancreatic Cancer Patients (Janus 1)
11490,NCT02118766,"Safety and Efficacy of AN2728 Topical Ointment, 2% in Children, Adolescents, and Adults (Ages 2 Years and Older) With Atopic Dermatitis"
11491,NCT02118792,"Safety and Efficacy of AN2728 Topical Ointment, 2% in Children, Adolescents, and Adults (Aged 2 Years and Older) With Atopic Dermatitis"
11492,NCT02120027,52-Week Efficacy and Safety Study of Ibodutant in Women With Irritable Bowel Syndrome With Diarrhea (IBS-D)
11493,NCT02121717,Study of Chiglitazar Compare With Placebo in Type 2 Diabetes Patients
11494,NCT02121795,Switch Study to Evaluate F/TAF in HIV-1 Positive Participants Who Are Virologically Suppressed on Regimens Containing FTC/TDF
11495,NCT02122471,12-Week Study of Plecanatide for CIC (The National CIC3 Study)
11496,NCT02123654,UNITY 3: A Japanese Phase 3 Study of a Daclatasvir/Asunaprevir/BMS-791325 in Subjects With Genotype 1 Chronic Hepatitis C
11497,NCT02125409,Acetylsalicylic Acid and Colorectal Cancer Prevention: Exploring the Platelet Function of Its Mechanism of Action
11498,NCT02126358,Gemigliptin-Rosuvastatin Fix-dose Combination Phase 3(BALANCE)
11499,NCT02126839,A Chronic-Dose Safety and Efficacy Study of Albuterol Multi-Dose Dry Powder Inhaler in Pediatric Asthmatics
11500,NCT02127970,Single Dose vs. Two Dose Regimen of Dalbavancin for the Treatment of Acute Bacterial Skin and Skin Structure Infections
11501,NCT02128763,Dry Eye Assessment and Management Study
11502,NCT02128932,Efficacy and Safety of Semaglutide Once Weekly Versus Insulin Glargine Once Daily as add-on to Metformin With or Without Sulphonylurea in Insulin-naïve Subjects With Type 2 Diabetes
11503,NCT02130557,"A Multicenter Phase 3, Open-Label Study of Bosutinib Versus Imatinib in Adult Patients With Newly Diagnosed Chronic Phase Chronic Myelogenous Leukemia"
11504,NCT02131064,A Study Evaluating Trastuzumab Emtansine Plus Pertuzumab Compared With Chemotherapy Plus Trastuzumab and Pertuzumab for Participants With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Breast Cancer
11505,NCT02131233,"Evaluation of the Safety and Efficacy of Reformulated Raltegravir (MK-0518) 1200 mg Once Daily in Combination With TRUVADA™ in Human Immunodeficiency Virus (HIV)-1 Infected, Treatment-Naive Participants (MK-0518-292)"
11506,NCT02131272,A Trial Investigating the Efficacy and Safety of Insulin Detemir Versus Insulin NPH in Combination With Metformin and Diet/Exercise in Children and Adolescents With Type 2 Diabetes Insufficiently Controlled on Metformin With or Without Other Oral Antidiabetic Drug(s) With or Without Basal Insulin
11507,NCT02132637,A Study to Compare the Effect of a Double Dose of Two Long-acting Insulin Therapies in Participants With Type 2 Diabetes
11508,NCT02132936,LEO 90100 Aerosol Foam Compared to Calcipotriol Plus Betamethasone Dipropionate Gel in Subjects With Psoriasis Vulgaris
11509,NCT02133105,Levosimendan Versus Dobutamine for Renal Function in Heart Failure
11510,NCT02133989,Clopidogrel Resistance and Embolism in Carotid Artery Stenting
11511,NCT02134015,Study of Patritumab in Combination With Erlotinib in Subjects With Locally Advanced or Metastatic Non-Small-Cell Lung Cancer (NSCLC). (HER3-Lung)
11512,NCT02134106,Randomized-controlled Trial (RCT) on Combination Antibiotic for Infections Caused by Gram-negative Bacteria
11513,NCT02134210,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Chronic Plaque Psoriasis (PsO)
11514,NCT02134353,A Safety and Efficacy Trial of Inhaled Mannitol in Adult Cystic Fibrosis Subjects
11515,NCT02135029,Randomized Clinical Trial of Bococizumab (PF-04950615; RN316) in Subjects Who Are Intolerant to Statins
11516,NCT02135354,Azithromycin for Acute Exacerbations Requiring Hospitalization
11517,NCT02136134,Addition of Daratumumab to Combination of Bortezomib and Dexamethasone in Participants With Relapsed or Refractory Multiple Myeloma
11518,NCT02136914,ADS-5102 for the Treatment of Levodopa Induced Dyskinesia (EASE LID Study)
11519,NCT02137343,A Phase 3 Study of Rilotumumab (AMG 102) With Cisplatin and Capecitabine (CX) as First-line Therapy in Gastric Cancer
11520,NCT02137772,"Letermovir (MK-8228) Versus Placebo in the Prevention of Clinically-Significant Cytomegalovirus (CMV) Infection in Adult, CMV-Seropositive Allogeneic Hematopoietic Stem Cell Transplant Recipients (MK-8228-001)"
11521,NCT02137837,"S1222 Trial (Everolimus, Anastrozole and Fulvestrant) in Post-Menopausal Stage IV Breast Cancer"
11522,NCT02138136,Lubiprostone for Children With Constipation
11523,NCT02138916,Benralizumab Efficacy in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History
11524,NCT02139046,Efficacy and Safety of Extended Release and Immediate Release Febuxostat in Participants With Gout
11525,NCT02139098,Alternative Dosing Regimens in the Pharmacotherapy of Insomnia
11526,NCT02139306,Study of Ataluren in Nonsense Mutation Cystic Fibrosis (ACT CF)
11527,NCT02139644,Study of Fluticasone Propionate MDPI Compared With Fluticasone/Salmeterol MDPI in Adolescent and Adult Patients With Persistent Asthma
11528,NCT02141035,Acetyl-l-carnitine to Enhance Nerve Regeneration in Carpal Tunnel Syndrome
11529,NCT02141399,A Long-Term Safety Study of ALKS 5461
11530,NCT02141854,Efficacy and Safety Study of FP MDPI Compared With FS MDPI in Adolescent and Adult Patients With Persistent Asthma
11531,NCT02142738,Study of Pembrolizumab (MK-3475) Compared to Platinum-Based Chemotherapies in Participants With Metastatic Non-Small Cell Lung Cancer (MK-3475-024/KEYNOTE-024)
11532,NCT02143570,Efficacy of Darifenacin and Physiotherapy for the Treatment of Overactive Bladder in Women
11533,NCT02143713,Global Study to Evaluate the Long-Term Safety and Efficacy of Elagolix in Women With Moderate to Severe Endometriosis-associated Pain
11534,NCT02144077,Safety and Efficacy Study for the Treatment of Non-Aggressive Basal Cell Carcinoma With Photodynamic Therapy
11535,NCT02145182,Prevention of Delayed Graft Function Using Eculizumab Therapy (PROTECT Study)
11536,NCT02145468,A Phase 3 Clinical Outcomes Study to Compare the Incidence of Major Adverse Cardiovascular Events in Subjects Presenting With Acute Coronary Syndrome Treated With Losmapimod Compared to Placebo (LATITUDE-TIMI 60)
11537,NCT02145988,DLBS1033 Treatment in Diabetic With Peripheral Arterial Disease
11538,NCT02146430,Treatment of Pain Associated With Fibromyalgia
11539,NCT02147158,A Study of the Efficacy and Safety of Ulipristal Acetate Intermittent Treatment for Abnormal Uterine Bleeding Associated With Leiomyomas
11540,NCT02147197,A Study of the Efficacy and Safety of a 3-month Treatment Course of Ulipristal Acetate for the Treatment of Abnormal Uterine Bleeding Associated With Leiomyomas
11541,NCT02149108,Nintedanib (BIBF 1120) vs Placebo in Refractory Metastatic Colorectal Cancer (LUME-Colon 1)
11542,NCT02149121,PK Similarity Prospective Phase 3 Study in Patients With Rheumatoid Arthritis
11543,NCT02149199,A Clinical Study to Evaluate Symbicort Turbuhaler Used 'as Needed' in Adults and Adolescents With Asthma.
11544,NCT02151851,A Study of Certolizumab Pegol as Additional Therapy in Chinese Patients With Active Rheumatoid Arthritis
11545,NCT02151981,AZD9291 (Osimertinib) Versus Platinum-Based Doublet-Chemotherapy in Locally Advanced or Metastatic Non-Small Cell Lung Cancer
11546,NCT02152306,Fimasartan/Amlodipine Combination Phase III
11547,NCT02152371,A Study of Dulaglutide (LY2189265) in Participants With Type II Diabetes
11548,NCT02152605,A Phase IIIb Study to Evaluate the Efficacy of Umeclidinium/Vilanterol (UMEC/VI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD)
11549,NCT02152631,A Study of Abemaciclib (LY2835219) in Participants With Previously Treated KRAS Mutated Lung Cancer
11550,NCT02152930,The Effects of Fish Oil Supplements During Supervised Exercise Therapy in Patients With Intermittent Claudication
11551,NCT02153632,Efficacy and Safety of Amantadine Hydrogen Chloride (HCl) ER Tablets in Parkinson's Disease Subjects With LID
11552,NCT02155660,Efficacy and Safety of Benralizumab in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History
11553,NCT02158533,A Study of ALKS 5461 for the Treatment of Major Depressive Disorder (MDD) - the FORWARD-4 Study
11554,NCT02158546,A Study of ALKS 5461 for the Treatment of Major Depressive Disorder (MDD) - the FORWARD-3 Study
11555,NCT02161185,A Long-term Safety and Tolerability Study of USL261 in Patients With Seizure Clusters
11556,NCT02161705,Pre-op Paravertebral Blocks to Decrease Post-op Pain Following Mastectomy With Immediate Tissue Expander (TE) Reconstruction
11557,NCT02162771,To Demonstrate Equivalence of Pharmacokinetics and Noninferiority of Efficacy for CT-P10 in Comparison With Rituxan
11558,NCT02163499,Open-label Safety and Efficacy of Sodium Zirconium Cyclosilicate for up to 12 Months
11559,NCT02163824,Safety and Efficacy of KPI-121 in Subjects With Postsurgical Inflammation
11560,NCT02164513,"A Study Comparing the Efficacy, Safety and Tolerability of Fixed Dose Combination (FDC) of FF/UMEC/VI With the FDC of FF/VI and UMEC/VI; Administered Once-daily Via a Dry Powder Inhaler (DPI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD)"
11561,NCT02164864,Evaluation of Dual Therapy With Dabigatran vs. Triple Therapy With Warfarin in Patients With AF That Undergo a PCI With Stenting (REDUAL-PCI)
11562,NCT02165111,Efficacy of Botulinum Toxin In Scleroderma-Associated Raynaud's Syndrome
11563,NCT02165397,Ibrutinib With Rituximab in Adults With Waldenström's Macroglobulinemia
11564,NCT02165826,"Evaluation of Tolerability and Pharmacokinetics of Roflumilast, 250μg and 500μg, as add-on to Standard COPD Treatment to Treat Severe COPD"
11565,NCT02168491,Feasibility of Once/Daily Administered GLP/1 Receptoragonist (Lixisenatide) in Combination With Basal Insulin
11566,NCT02168842,Efficacy of Isradipine in Early Parkinson Disease
11567,NCT02172040,Study to Evaluate the Effect of Celecoxib on the Efficacy and Safety of Amlodipine in Subjects With Hypertension Requiring Antihypertensive Therapy
11568,NCT02173457,Study of Chiglitazar Compare With Sitagliptin in Type 2 Diabetes Patients
11569,NCT02174094,Clobazam as Adjunctive Therapy in Paediatric Patients Aged ≥1 to ≤16 Years With Dravet Syndrome
11570,NCT02174627,"Safety and Efficacy Study of Roxadustat to Treat Anemia in Patients With Chronic Kidney Disease (CKD), Not on Dialysis"
11571,NCT02174731,"Safety and Efficacy Study of Roxadustat to Treat Anemia in Patients With Chronic Kidney Disease, on Dialysis."
11572,NCT02175771,Long-Term Safety Study of Fluticasone Propionate (Fp) Multidose Dry Powder Inhaler (MDPI) and Fluticasone Propionate/Salmeterol (FS) MDPI in Patients With Persistent Asthma
11573,NCT02177266,Colchicine to Prevent Post-Pericardiotomy Syndrome and Atrial Fibrillation
11574,NCT02178592,Open-label Study of Dolutegravir (DTG) or Efavirenz (EFV) for Human Immunodeficiency Virus (HIV) - Tuberculosis (TB) Co-infection
11575,NCT02178956,A Study of BBI608 Plus Weekly Paclitaxel to Treat Gastric and Gastro-Esophageal Junction Cancer
11576,NCT02179151,"Double-Blind, Placebo Controlled, Phase 3 Trial of ZGN-440 (Beloranib) in Obese Subjects With Prader-Willi Syndrome"
11577,NCT02179658,A Study to Compare Safety and Efficacy of OPT-80(Fidaxomicin) With Vancomycin in Subjects With Clostridium Difficile-associated Diarrhea (CDAD)
11578,NCT02180659,A Study of Adult Outpatients With Opioid Dependence Transitioned From a Daily SL Buprenorphine to Probuphine® Subdermal Implants
11579,NCT02181413,A Study of Oral Ixazomib Citrate (MLN9708) Maintenance Therapy in Participants With Multiple Myeloma Following Autologous Stem Cell Transplant
11580,NCT02181673,A Study of Golimumab in Participants With Active Psoriatic Arthritis
11581,NCT02182778,GEM/Cisplatin/S-1 vs GEM/Cisplatin for Biliary Tract Cancer
11582,NCT02182830,24 Week Efficacy and Safety Study of Empagliflozin (BI 10773) in Hypertensive Black/African American Patients With Type 2 Diabetes Mellitus and Hypertension
11583,NCT02184195,Olaparib in gBRCA Mutated Pancreatic Cancer Whose Disease Has Not Progressed on First Line Platinum-Based Chemotherapy
11584,NCT02184611,A 24 Week Efficacy Study of Inhaled Umeclidinium (UMEC) in Patients of Chronic Obstructive Pulmonary Disease (COPD) Using a Novel Dry Powder Inhaler (NDPI)
11585,NCT02186171,A Study to Compare the Safety and Efficacy of Romosozumab (AMG 785) Versus Placebo in Men With Osteoporosis
11586,NCT02186873,A Study of Golimumab in Participants With Active Ankylosing Spondylitis
11587,NCT02187809,Safety and Tolerability of Clobazam as Adjunctive Therapy in Paediatric Patients Aged ≥1 to ≤16 Years With Dravet Syndrome
11588,NCT02189837,Effects on Lipoprotein Metabolism From PCSK9 Inhibition Utilizing a Monoclonal Antibody
11589,NCT02194933,Monotherapy Brexpiprazole (OPC-34712) Trial in the Treatment of Adults With Schizophrenia With Impulsivity
11590,NCT02195479,A Study of Combination of Daratumumab and Velcade (Bortezomib) Melphalan-Prednisone (DVMP) Compared to Velcade Melphalan-Prednisone (VMP) in Participants With Previously Untreated Multiple Myeloma
11591,NCT02195700,Aim to Reduce Movements in Tardive Dyskinesia
11592,NCT02196506,Study of the Safety and Efficacy of Fixed-dose Brexpiprazole (OPC-34712) as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder With and Without Anxious Distress
11593,NCT02197221,Bortezomib-Melphalan Conditioning Regimen vs Melphalan for Frontline Transplant Eligible Patients With Multiple Myeloma
11594,NCT02200614,Efficacy and Safety Study of Darolutamide (ODM-201) in Men With High-risk Non-metastatic Castration-resistant Prostate Cancer
11595,NCT02201459,Nilotinib ± Peg-IFN for First Line Chronic Phase CML Patients
11596,NCT02201901,Sofosbuvir/Velpatasvir Fixed-Dose Combination in Adults With Chronic HCV Infection and Child-Pugh Class B Cirrhosis
11597,NCT02201940,Sofosbuvir/Velpatasvir Fixed Dose Combination for 12 Weeks in Adults With Chronic HCV Infection
11598,NCT02201953,Comparison of Sofosbuvir/Velpatasvir Fixed Dose Combination for 12 Weeks With Sofosbuvir and Ribavirin for 24 Weeks in Adults With Chronic Genotype 3 HCV Infection
11599,NCT02203032,A Study of Guselkumab in Participants With Moderate to Severe Plaque-type Psoriasis and an Inadequate Response to Ustekinumab
11600,NCT02203149,Study of Grazoprevir (MK-5172) and Elbasvir (MK-8742) in Japanese Participants With Chronic Hepatitis C (MK-5172-058)
11601,NCT02203838,Long Term Study of RBP 7000 in the Treatment of Subjects With Schizophrenia
11602,NCT02203916,Azilsartan Medoxomil (TAK-491) Compared to Placebo in Korean Adults With Hypertension
11603,NCT02204982,Study of Duvelisib in Combination With Rituximab vs Rituximab in Subjects With Previously Treated Follicular Lymphoma
11604,NCT02207088,Ombitasvir/ABT-450/Ritonavir and Dasabuvir With or Without Ribavirin in HCV Genotype 1-Infected Adults With Chronic Kidney Disease
11605,NCT02207231,A Study of Guselkumab in the Treatment of Participants With Moderate to Severe Plaque-Type Psoriasis
11606,NCT02207244,A Study of Guselkumab in the Treatment of Participants With Moderate to Severe Plaque-Type Psoriasis With Randomized Withdrawal and Retreatment
